id_media;cd_ref;titre;url;chemin;auteur;desc_media;date_media;is_public;id_type;source;licence
2;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/266250;;J. Touroult;Corse. Zicavo.;2021-09-22;true;2;INPN;CC BY-NC-SA
3;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/99818;;F. Serre Collet;Mâle - Aiguilles de Bavella;2021-09-22;true;2;INPN;CC BY-NC-SA
4;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/206560;;L. Léonard;;2021-09-22;true;2;INPN;CC BY-NC-SA
5;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/99821;;A. Horellou;San-Pietro - 07/05/2006;2021-09-22;true;2;INPN;CC BY-NC-SA
6;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/99822;;A. Horellou;San-Pietro - 07/05/2006;2021-09-22;true;2;INPN;CC BY-NC-SA
7;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/206559;;L. Léonard;;2021-09-22;true;2;INPN;CC BY-NC-SA
8;59;<i>Euproctus montanus</i> (Savi, 1838);https://taxref.mnhn.fr/api/media/download/inpn/384552;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
10;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237383;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
11;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/101903;;P. Gourdain;Soignolles-en-Brie;2021-09-22;true;2;INPN;CC BY-NC-SA
12;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237382;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
13;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/101901;;F. Serre Collet;Femelle - Ménigoute;2021-09-22;true;2;INPN;CC BY-NC-SA
14;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/311524;;;;2021-09-22;true;2;INPN;CC BY-NC-SA
15;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237385;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
16;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/101904;;P. Gourdain;Chambon-la-Forêt;2021-09-22;true;2;INPN;CC BY-NC-SA
17;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/120759;;B. Guichard;;2021-09-22;true;2;INPN;CC BY-NC-SA
18;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/101905;;O. Delzons;;2021-09-22;true;2;INPN;CC BY-NC-SA
19;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237386;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
20;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237384;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
21;92;<i>Salamandra salamandra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/384532;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
23;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237427;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
24;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237426;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
25;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237425;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
26;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237424;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
27;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237420;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
28;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/201552;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
29;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/201598;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
30;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/101921;;F. Serre Collet;Femelle - Marolles-en-Brie;2021-09-22;true;2;INPN;CC BY-NC-SA
31;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/201597;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
32;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237421;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
33;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/384558;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
34;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/386926;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
35;139;<i>Triturus cristatus</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/389165;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
38;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/237432;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
39;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/119765;;J.-C. de Massary;Adulte en phase terrestre;2021-09-22;true;2;INPN;CC BY-NC-SA
40;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/102022;;F. Serre Collet;Mâle - Ménigoute;2021-09-22;true;2;INPN;CC BY-NC-SA
41;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/136621;;C. Fournier;;2021-09-22;true;2;INPN;CC BY-NC-SA
42;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/237430;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
43;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/384561;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
44;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/237433;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
45;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/102025;;J. Touroult;Phase terrestre;2021-09-22;true;2;INPN;CC BY-NC-SA
46;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/237428;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
47;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/384559;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
48;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/384560;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
49;163;<i>Triturus marmoratus</i> (Latreille, 1800);https://taxref.mnhn.fr/api/media/download/inpn/300985;;J. Kardacz - ECOGEA;;2021-09-22;true;2;INPN;CC BY-NC-SA
51;197;<i>Alytes obstetricans</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/102124;;F. Serre Collet;Femelle - Paris 20ème;2021-09-22;true;2;INPN;CC BY-NC-SA
52;197;<i>Alytes obstetricans</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/102127;;A. Horellou;Col des Veaux - 17/04/2003;2021-09-22;true;2;INPN;CC BY-NC-SA
53;197;<i>Alytes obstetricans</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/102123;;F. Serre Collet;Paris;2021-09-22;true;2;INPN;CC BY-NC-SA
54;197;<i>Alytes obstetricans</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237135;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
55;197;<i>Alytes obstetricans</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/237136;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
56;197;<i>Alytes obstetricans</i> (Laurenti, 1768);https://taxref.mnhn.fr/api/media/download/inpn/102122;;F. Serre Collet;Œufs portés par un mâle;2021-09-22;true;2;INPN;CC BY-NC-SA
58;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/201583;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
59;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/201582;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
60;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/201581;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
61;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/102252;;F. Serre Collet;Alsace;2021-09-22;true;2;INPN;CC BY-NC-SA
62;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/129117;;F. Serre Collet;;2021-09-22;true;2;INPN;CC BY-NC-SA
63;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/204875;;C. Devilleger;;2021-09-22;true;2;INPN;CC BY-NC-SA
64;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/129116;;F. Serre Collet;;2021-09-22;true;2;INPN;CC BY-NC-SA
65;212;<i>Bombina variegata</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/386925;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
67;223;<i>Discoglossus montalentii</i> Lanza, Nascetti, Capula & Bullini, 1984;https://taxref.mnhn.fr/api/media/download/inpn/102129;;O. Delzons;;2021-09-22;true;2;INPN;CC BY-NC-SA
68;223;<i>Discoglossus montalentii</i> Lanza, Nascetti, Capula & Bullini, 1984;https://taxref.mnhn.fr/api/media/download/inpn/276368;;S. Sant/Parc Amazonien de Guyane;;2021-09-22;true;2;INPN;CC BY-NC-SA
69;223;<i>Discoglossus montalentii</i> Lanza, Nascetti, Capula & Bullini, 1984;https://taxref.mnhn.fr/api/media/download/inpn/386913;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
71;225;<i>Discoglossus pictus</i> Otth, 1837;https://taxref.mnhn.fr/api/media/download/inpn/122228;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
72;225;<i>Discoglossus pictus</i> Otth, 1837;https://taxref.mnhn.fr/api/media/download/inpn/122225;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
73;225;<i>Discoglossus pictus</i> Otth, 1837;https://taxref.mnhn.fr/api/media/download/inpn/102132;;F. Serre Collet;Paris - Jardin des plantes;2021-09-22;true;2;INPN;CC BY-NC-SA
74;225;<i>Discoglossus pictus</i> Otth, 1837;https://taxref.mnhn.fr/api/media/download/inpn/122226;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
75;225;<i>Discoglossus pictus</i> Otth, 1837;https://taxref.mnhn.fr/api/media/download/inpn/102131;;F. Serre Collet;Spécimen avec des ocelles - Pyrénées orientales;2021-09-22;true;2;INPN;CC BY-NC-SA
76;225;<i>Discoglossus pictus</i> Otth, 1837;https://taxref.mnhn.fr/api/media/download/inpn/386912;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
78;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/102359;;F. Serre Collet;La Ferté-Alais;2021-09-22;true;2;INPN;CC BY-NC-SA
79;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/122431;;J.-C. de Massary;Ponte;2021-09-22;true;2;INPN;CC BY-NC-SA
80;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/237341;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
81;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/237344;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
82;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/122411;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
83;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/115772;;C. Vanderbergh;La Bernerie en Retz (6) 14 juillet 2008;2021-09-22;true;2;INPN;CC BY-NC-SA
84;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/142955;;N. Varanguin;;2021-09-22;true;2;INPN;CC BY-NC-SA
85;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/119757;;J.-C. de Massary;Adulte;2021-09-22;true;2;INPN;CC BY-NC-SA
86;252;<i>Pelodytes punctatus</i> (Daudin, 1803);https://taxref.mnhn.fr/api/media/download/inpn/136532;;J. LAIGNEL;;2021-09-22;true;2;INPN;CC BY-NC-SA
88;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/102458;;F. Serre Collet;Pin de la Lègue;2021-09-22;true;2;INPN;CC BY-NC-SA
89;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/102465;;P. Gourdain;;2021-09-22;true;2;INPN;CC BY-NC-SA
90;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/120274;;B. Guichard;;2021-09-22;true;2;INPN;CC BY-NC-SA
91;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/201574;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
7291;80990;<i>Ajuga reptans</i> L., 1753;https://taxref.mnhn.fr/api/media/download/inpn/267960;;;;2021-09-22;true;2;INPN;CC BY-NC-SA
92;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/201579;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
93;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/201573;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
94;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/102464;;P. Gourdain;;2021-09-22;true;2;INPN;CC BY-NC-SA
95;259;<i>Bufo bufo</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/142709;;L. Léonard;;2021-09-22;true;2;INPN;CC BY-NC-SA
97;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/182588;;M. Mistarz;;2021-09-22;true;2;INPN;CC BY-NC-SA
98;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237246;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
99;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237247;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
100;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/99916;;F. Serre Collet;Croissy-Beaubourg;2021-09-22;true;2;INPN;CC BY-NC-SA
101;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/99917;;P. Gourdain;Pologne;2021-09-22;true;2;INPN;CC BY-NC-SA
102;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/119643;;J.-C. de Massary / MNHN-SPN;Adulte;2021-09-22;true;2;INPN;CC BY-NC-SA
103;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/136533;;J. LAIGNEL;;2021-09-22;true;2;INPN;CC BY-NC-SA
104;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/119642;;J.-C. de Massary / MNHN-SPN;Couple d'adultes en amplexus;2021-09-22;true;2;INPN;CC BY-NC-SA
105;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/122222;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
106;281;<i>Hyla arborea</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/237248;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
108;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/99920;;F. Serre Collet;Pin de la Lègue;2021-09-22;true;2;INPN;CC BY-NC-SA
109;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/99931;;J. Touroult;Agel;2021-09-22;true;2;INPN;CC BY-NC-SA
110;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/171065;;C. Roy;;2021-09-22;true;2;INPN;CC BY-NC-SA
111;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/122235;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
112;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/149202;;D. Massemin;;2021-09-22;true;2;INPN;CC BY-NC-SA
113;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/136705;;C. Fournier;;2021-09-22;true;2;INPN;CC BY-NC-SA
114;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/99928;;O. Delzons;Vidauban - Têtards;2021-09-22;true;2;INPN;CC BY-NC-SA
115;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/237249;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
116;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/237250;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
117;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/99923;;P. Gourdain;Narbonne;2021-09-22;true;2;INPN;CC BY-NC-SA
118;292;<i>Hyla meridionalis</i> Böttger, 1874;https://taxref.mnhn.fr/api/media/download/inpn/386881;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
120;310;<i>Rana dalmatina</i> Fitzinger <i>in</i> Bonaparte, 1838;https://taxref.mnhn.fr/api/media/download/inpn/101455;;F. Serre Collet;Senart;2021-09-22;true;2;INPN;CC BY-NC-SA
121;310;<i>Rana dalmatina</i> Fitzinger <i>in</i> Bonaparte, 1838;https://taxref.mnhn.fr/api/media/download/inpn/101454;;F. Serre Collet;Sénart;2021-09-22;true;2;INPN;CC BY-NC-SA
7987;85946;<i>Bidens cernua</i> L., 1753;https://taxref.mnhn.fr/api/media/download/inpn/259890;;;;2021-09-22;true;2;INPN;CC BY-NC-SA
122;310;<i>Rana dalmatina</i> Fitzinger <i>in</i> Bonaparte, 1838;https://taxref.mnhn.fr/api/media/download/inpn/122436;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
123;310;<i>Rana dalmatina</i> Fitzinger <i>in</i> Bonaparte, 1838;https://taxref.mnhn.fr/api/media/download/inpn/101456;;P. Gourdain;Noisy-sur-Ecole;2021-09-22;true;2;INPN;CC BY-NC-SA
124;310;<i>Rana dalmatina</i> Fitzinger <i>in</i> Bonaparte, 1838;https://taxref.mnhn.fr/api/media/download/inpn/122445;;J.-C. de Massary;Ponte;2021-09-22;true;2;INPN;CC BY-NC-SA
125;310;<i>Rana dalmatina</i> Fitzinger <i>in</i> Bonaparte, 1838;https://taxref.mnhn.fr/api/media/download/inpn/389157;;S. Wroza;;2021-09-22;true;2;INPN;CC BY-NC-SA
127;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/237373;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
128;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/201589;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
129;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/99687;;F. Serre Collet;Forme Gasser - Pyrénées orientales;2021-09-22;true;2;INPN;CC BY-NC-SA
130;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/122452;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
131;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/122444;;J.-C. de Massary;;2021-09-22;true;2;INPN;CC BY-NC-SA
132;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/99694;;A. Horellou;Auris - 16/09/2003;2021-09-22;true;2;INPN;CC BY-NC-SA
133;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/201576;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
134;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/201556;;Yannick LEDORÉ, FFAL;;2021-09-22;true;2;INPN;CC BY-NC-SA
135;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/237372;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
136;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/237371;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
137;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/237375;;E. SANSAULT - ANEPE Caudalis;;2021-09-22;true;2;INPN;CC BY-NC-SA
138;351;<i>Rana temporaria</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/119665;;J.-C. de Massary / MNHN-SPN;;2021-09-22;true;2;INPN;CC BY-NC-SA
142;490;<i>Piscicola geometra</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/316727;;J.-F. Cart;Tête de sangsue Piscicola geometra sur alevin;2021-09-22;true;2;INPN;CC BY-NC-SA
144;497;<i>Hirudo medicinalis</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/197630;;B. Lecaplain;;2021-09-22;true;2;INPN;CC BY-NC-SA
146;499;<i>Haemopis sanguisuga</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/316723;;J.-F. Cart;;2021-09-22;true;2;INPN;CC BY-NC-SA
147;499;<i>Haemopis sanguisuga</i> (Linnaeus, 1758);https://taxref.mnhn.fr/api/media/download/inpn/299812;;V. Prié - Association Caracol;;2021-09-22;true;2;INPN;CC BY-NC-SA
151;799;<i>Floronia bucculenta</i> (Clerck, 1758);https://taxref.mnhn.fr/api/media/download/inpn/322772;;S. Déjean;;2021-09-22;true;2;INPN;CC BY-NC-SA
152;799;<i>Floronia bucculenta</i> (Clerck, 1758);https://taxref.mnhn.fr/api/media/download/inpn/322773;;S. Déjean;;2021-09-22;true;2;INPN;CC BY-NC-SA
154;805;<i>Nigma flavescens</i> (Walckenaer, 1830);https://taxref.mnhn.fr/api/media/download/inpn/136842;;C. Quintin;;2021-09-22;true;2;INPN;CC BY-NC-SA
156;825;<i>Odiellus spinosus</i> (Bosc, 1792);https://taxref.mnhn.fr/api/media/download/inpn/136848;;C. Quintin;;2021-09-22;true;2;INPN;CC BY-NC-SA
158;834;<i>Phalangium opilio</i> Linnaeus, 1758;https://taxref.mnhn.fr/api/media/download/inpn/138205;;C. Quintin;;2021-09-22;true;2;INPN;CC BY-NC-SA
163;914;<i>Tmarus piger</i> (Walckenaer, 1802);https://taxref.mnhn.fr/api/media/download/inpn/322871;;S. Déjean;;2021-09-22;true;2;INPN;CC BY-NC-SA
166;935;<i>Oxyopes lineatus</i> Latreille, 1806;https://taxref.mnhn.fr/api/media/download/inpn/169914;;;Mâle;2021-09-22;true;2;INPN;CC BY-NC-SA
167;935;<i>Oxyopes lineatus</i> Latreille, 1806;https://taxref.mnhn.fr/api/media/download/inpn/169912;;;Femelle;2021-09-22;true;2;INPN;CC BY-NC-SA
168;935;<i>Oxyopes lineatus</i> Latreille, 1806;https://taxref.mnhn.fr/api/media/download/inpn/169915;;;Mâle;2021-09-22;true;2;INPN;CC BY-NC-SA
169;935;<i>Oxyopes lineatus</i> Latreille, 1806;https://taxref.mnhn.fr/api/media/download/inpn/322811;;S. Déjean;;2021-09-22;true;2;INPN;CC BY-NC-SA
172;949;<i>Leptorchestes berolinensis</i> (C.L. Koch, 1846);https://taxref.mnhn.fr/api/media/download/inpn/322704;;;;2021-09-22;true;2;INPN;CC BY-NC-SA
